Te,CdTe_0.5Se_0.5,M_i_Te_site,1.164,3.203,0,0,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Te,CdTe_0.5Se_0.5,M_i_Te_site,1.407,4.085,0,-1,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Cd,CdTe_0.5Se_0.5,M_i_Te_site,1.652,5.216,0,0,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Cd,CdTe_0.5Se_0.5,M_i_Te_site,2.002,7.402,0,-1,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Se,CdTe_0.5Se_0.5,M_i_Te_site,2.054,7.802,0,-2,4,16,0.75,3,4,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Te,CdTe_0.5Se_0.5,M_i_Te_site,2.167,8.733,0,-2,5,16,0.75,3,4,0.97,127.6,1.36,869.2,1.6,190.15,2.1,52,6
Cd,CdTe_0.5Se_0.5,M_i_Te_site,2.411,11.145,0,-2,5,12,0.75,3,4,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
O,CdTe_0.5Se_0.5,M_Se,-0.972,0.378,-2,1,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Br,CdTe_0.5Se_0.5,M_Se,-0.791,0.453,-2,1,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
Cd,CdTe_0.5Se_0.5,M_Se,-0.689,0.502,-2,1,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
O,CdTe_0.5Se_0.5,M_Se,-0.681,0.506,-2,0,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Br,CdTe_0.5Se_0.5,M_Se,-0.492,0.612,-2,0,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
O,CdTe_0.5Se_0.5,M_Se,-0.366,0.694,-2,-1,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Cd,CdTe_0.5Se_0.5,M_Se,0.774,2.167,-2,0,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
O,CdTe_0.5Se_0.5,M_Se,0.969,2.634,-2,-2,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Cd,CdTe_0.5Se_0.5,M_Se,1.016,2.762,-2,-1,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
Br,CdTe_0.5Se_0.5,M_Se,1.068,2.91,-2,-1,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
Cd,CdTe_0.5Se_0.5,M_Se,1.211,3.355,-2,-2,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
Cd,CdTe_0.5Se_0.5,M_Se,1.422,4.144,-2,-3,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
O,CdTe_0.5Se_0.5,M_Se,1.433,4.193,-2,-3,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Br,CdTe_0.5Se_0.5,M_Se,1.591,4.909,-2,-2,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
Cd,CdTe_0.5Se_0.5,M_Se,1.981,7.247,-2,-4,5,12,1,4,0,0.45,33.45,0.25,-73.2,0.089,194.96,0.86,14,4
O,CdTe_0.5Se_0.5,M_Se,2.072,7.94,-2,-4,2,16,1,4,0,0.9,-62.9606,-0.43,373,-0.67,53.86,0.89,26,4
Br,CdTe_0.5Se_0.5,M_Se,2.166,8.724,-2,-3,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
Br,CdTe_0.5Se_0.5,M_Se,2.493,12.1,-2,-4,4,17,1,4,0,1.46,0.944,-0.02,199,-0.26,129.64,0.41,1,1
S,CdTe_0.5Se_0.5,M_Te,-0.939,0.391,-2,1,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
Cl,CdTe_0.5Se_0.5,M_Te,-0.844,0.43,-2,1,3,17,1,4,0,0.84,-92.1473,-0.37,381.9,-0.61,158.65,1.06,-35,1
Cd,CdTe_0.5Se_0.5,M_Te,-0.726,0.484,-2,1,5,12,1,4,0,-0.02,-15.19,0.05,-1.5,-0.111,-190.15,-0.41,-4,-4
S,CdTe_0.5Se_0.5,M_Te,-0.649,0.522,-2,0,3,16,1,4,0,-0.68,-95.534,-0.34,130.38,-0.33,10.27,0.48,-36,0
